Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00+08:00,53.4272941726263,53.537002484813755,51.94624953504899,52.24794387817383,1147880,0.0,0.0
2020-01-03 00:00:00+08:00,52.65934773218831,53.0158962395231,51.64455636752632,52.302799224853516,1007638,0.0,0.0
2020-01-06 00:00:00+08:00,52.27537387761245,52.27537387761245,50.43778415351418,50.90403747558594,1273282,0.0,0.0
2020-01-07 00:00:00+08:00,50.629768420628984,51.53485146886098,50.190942193517515,50.821754455566406,1312968,0.0,0.0
2020-01-08 00:00:00+08:00,50.73947787673255,51.78169282611502,50.1909433228059,50.68462371826172,986709,0.0,0.0
2020-01-09 00:00:00+08:00,50.6846236719324,53.09817500392534,50.6846236719324,52.90618896484375,1145071,0.0,0.0
2020-01-10 00:00:00+08:00,53.20788247409841,53.86612533389078,52.79647980788049,53.0433235168457,586656,0.0,0.0
2020-01-13 00:00:00+08:00,53.591862939475725,54.11297045282976,53.42730045185377,53.83870315551758,876550,0.0,0.0
2020-01-14 00:00:00+08:00,53.866123900888795,54.853484648919796,53.866123900888795,54.277523040771484,1173883,0.0,0.0
2020-01-15 00:00:00+08:00,54.277518241646845,55.45686843171161,54.00325100084506,54.771202087402344,858491,0.0,0.0
2020-01-16 00:00:00+08:00,55.29231208667188,55.51172518652601,54.30494786424251,55.456871032714844,1622569,0.0,0.0
2020-01-17 00:00:00+08:00,57.102482482556475,57.321895599365234,55.56658363411357,57.321895599365234,1734388,0.0,0.0
2020-01-20 00:00:00+08:00,57.37674828137214,58.5835221504709,57.0476268569304,58.36410903930664,953114,0.0,0.0
2020-01-21 00:00:00+08:00,58.85779288305052,58.85779288305052,57.70586958738963,57.98013687133789,1106847,0.0,0.0
2020-01-22 00:00:00+08:00,58.30925647606734,59.18691246009851,56.937920099578264,57.705867767333984,1196193,0.0,0.0
2020-01-23 00:00:00+08:00,58.14469514504085,58.14469514504085,55.292314192149696,56.66365051269531,921328,0.0,0.0
2020-01-24 00:00:00+08:00,56.499096095687776,56.60880090090326,55.23746447027757,55.9505615234375,381363,0.0,0.0
2020-01-29 00:00:00+08:00,55.40201917902383,55.89570306843,54.11296408789654,54.277523040771484,878025,0.0,0.0
2020-01-30 00:00:00+08:00,53.78385111027927,55.12776056847535,51.78169870646455,52.08339309692383,1515654,0.0,0.0
2020-01-31 00:00:00+08:00,52.878761047730286,54.14039260985137,50.24579312377592,51.946250915527344,2061900,0.0,0.0
2020-02-03 00:00:00+08:00,51.61713377494337,54.57921965783841,51.61713377494337,52.714202880859375,2587932,0.0,0.0
2020-02-04 00:00:00+08:00,52.90619198007278,55.56658717658003,52.90619198007278,54.90834426879883,1654447,0.0,0.0
2020-02-05 00:00:00+08:00,56.00541216834977,57.431602759278675,55.07290550475887,55.9505615234375,1189945,0.0,0.0
2020-02-06 00:00:00+08:00,56.49909443818307,60.667961283452925,56.06026468402216,60.11942672729492,2035136,0.0,0.0
2020-02-07 00:00:00+08:00,59.8451611728419,62.039299589555085,58.693237800989245,60.00972366333008,2743325,0.0,0.0
2020-02-10 00:00:00+08:00,60.00971908886972,62.86210021932014,58.96750060806495,61.81988525390625,1933209,0.0,0.0
2020-02-11 00:00:00+08:00,62.423273282460656,62.7523912039121,60.66796129622905,61.43590545654297,856447,0.0,0.0
2020-02-12 00:00:00+08:00,61.929588061231456,63.79460843134193,61.655324288711,62.09415054321289,1560000,0.0,0.0
2020-02-13 00:00:00+08:00,62.7523951710637,64.01402683948656,60.887374749516084,63.465492248535156,1500828,0.0,0.0
2020-02-14 00:00:00+08:00,64.17859181571045,65.7144873238005,63.13636972476756,64.34314727783203,1184534,0.0,0.0
2020-02-17 00:00:00+08:00,65.11109711792477,67.03097173397833,64.72712500702696,66.48243713378906,902160,0.0,0.0
2020-02-18 00:00:00+08:00,66.59213137896933,67.79890877777841,65.65962476660845,66.53727722167969,892419,0.0,0.0
2020-02-19 00:00:00+08:00,68.5668719632383,68.5668719632383,64.3431503273322,65.60478210449219,1958712,0.0,0.0
2020-02-20 00:00:00+08:00,66.04359583148488,66.04359583148488,63.6300481013892,65.00138092041016,2391564,0.0,0.0
2020-02-21 00:00:00+08:00,65.05623362772509,66.37271929174788,63.73974796370231,66.04359436035156,975576,0.0,0.0
2020-02-24 00:00:00+08:00,65.87905056560714,67.30523776130721,64.5077105040495,65.49507141113281,1684351,0.0,0.0
2020-02-25 00:00:00+08:00,66.09845577405916,68.1280386482008,64.34314370619964,67.14067077636719,1339272,0.0,0.0
2020-02-26 00:00:00+08:00,66.92126064186783,67.68920483192362,64.06887943261869,64.50770568847656,1372400,0.0,0.0
2020-02-27 00:00:00+08:00,64.83681583468503,65.22079491437255,63.794600965666824,64.12372589111328,1236646,0.0,0.0
2020-02-28 00:00:00+08:00,61.874741412620764,63.41063683071471,60.997081866008514,63.02666473388672,2381736,0.0,0.0
2020-03-02 00:00:00+08:00,62.53297190285148,65.49506119274561,61.87473608801401,64.6174087524414,1435386,0.0,0.0
2020-03-03 00:00:00+08:00,65.60477051240635,67.90861699204196,65.33050675714479,66.15330505371094,1295333,0.0,0.0
2020-03-04 00:00:00+08:00,67.41494514471586,68.95084064870323,66.31787592318453,67.30523681640625,1559544,0.0,0.0
2020-03-05 00:00:00+08:00,68.56687390218256,68.84113771366104,66.37273528722305,67.1955337524414,1198542,0.0,0.0
2020-03-06 00:00:00+08:00,66.59212592508844,69.1153888306312,66.42757049747807,67.74404907226562,1224933,0.0,0.0
2020-03-09 00:00:00+08:00,66.0436027167721,67.08582476728368,63.246075599841745,63.465492248535156,1527410,0.0,0.0
2020-03-10 00:00:00+08:00,63.35578412320779,64.45285330855681,61.65532618283859,62.91695785522461,2367133,0.0,0.0
2020-03-11 00:00:00+08:00,62.91695166105853,63.57519451362045,61.81988258371583,62.80724334716797,2386218,0.0,0.0
2020-03-12 00:00:00+08:00,62.80724384947466,62.80724384947466,57.59616217502997,58.03498840332031,2687198,0.0,0.0
2020-03-13 00:00:00+08:00,52.65934893892784,56.93792057882069,52.65934893892784,56.060264587402344,6407766,0.0,0.0
2020-03-16 00:00:00+08:00,54.25009475861071,55.45687210421064,48.70989542445016,49.42298889160156,4974977,0.0,0.0
2020-03-17 00:00:00+08:00,48.1887867786887,52.055959182405886,47.94194658532646,51.75426483154297,6049590,0.0,0.0
2020-03-18 00:00:00+08:00,52.769054363810405,53.97582820989935,49.09386812377881,49.64240264892578,2580700,0.0,0.0
2020-03-19 00:00:00+08:00,49.093871181949034,50.300648618601564,46.65289274452993,49.03902053833008,4042767,0.0,0.0
2020-03-20 00:00:00+08:00,51.480002710615274,52.98847461587034,49.50527745073188,52.93362045288086,3514934,0.0,0.0
2020-03-23 00:00:00+08:00,49.971531556446536,50.95889595892416,48.13394167641734,48.325927734375,4358553,0.0,0.0
2020-03-24 00:00:00+08:00,50.02637632255448,51.534847967108334,49.450414741487606,51.01374053955078,2323182,0.0,0.0
2020-03-25 00:00:00+08:00,52.769055232080945,54.853485055780716,52.769055232080945,54.6614990234375,3327829,0.0,0.0
2020-03-26 00:00:00+08:00,54.90834005742281,55.511728757378194,53.29016350824568,54.52436447143555,1730232,0.0,0.0
2020-03-27 00:00:00+08:00,56.44424612220572,56.499100286577814,53.37244807128066,54.112972259521484,2599401,0.0,0.0
2020-03-30 00:00:00+08:00,54.112964739657166,54.112964739657166,49.2584316289928,50.245792388916016,3001103,0.0,0.0
2020-03-31 00:00:00+08:00,51.28801195840744,52.33022689819336,50.1635157816729,52.33022689819336,2214038,0.0,0.0
2020-04-01 00:00:00+08:00,52.933615106841614,53.20788237869822,51.17830316080304,51.562278747558594,1977210,0.0,0.0
