Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00+08:00,2.12933947249493,2.142051935195923,2.116627009793937,2.142051935195923,197261188,0.0,0.0
2020-01-03 00:00:00+08:00,2.1484078303996403,2.1547640603072646,2.122982759224669,2.135695219039917,230030066,0.0,0.0
2020-01-06 00:00:00+08:00,2.1102702329301404,2.1166264626375257,2.0912015438079834,2.0912015438079834,266374390,0.0,0.0
2020-01-07 00:00:00+08:00,2.0975582435899995,2.116626936985558,2.084845781326294,2.084845781326294,186655578,0.0,0.0
2020-01-08 00:00:00+08:00,2.0594205674723702,2.0594205674723702,2.0403518767557585,2.046708106994629,394767971,0.0,0.0
2020-01-09 00:00:00+08:00,2.065777079793814,2.0848457731142624,2.059420848686998,2.0784895420074463,374906450,0.0,0.0
2020-01-10 00:00:00+08:00,2.084845781326294,2.0975582435899995,2.078489550194441,2.084845781326294,254665824,0.0,0.0
2020-01-13 00:00:00+08:00,2.091201817346715,2.1229829700407628,2.0848455868079054,2.116626739501953,272842194,0.0,0.0
2020-01-14 00:00:00+08:00,2.1293391917201965,2.1293391917201965,2.103914269670742,2.1102705001831055,257163407,0.0,0.0
2020-01-15 00:00:00+08:00,2.122982952321532,2.122982952321532,2.0912017998927417,2.103914260864258,240672164,0.0,0.0
2020-01-16 00:00:00+08:00,2.09755802154541,2.1039142520044014,2.084845560627428,2.09755802154541,342112084,0.0,0.0
2020-01-17 00:00:00+08:00,2.09755802154541,2.110270482463392,2.084845560627428,2.09755802154541,252806029,0.0,0.0
2020-01-20 00:00:00+08:00,2.091201791086419,2.110270482463392,2.091201791086419,2.09755802154541,235752107,0.0,0.0
2020-01-21 00:00:00+08:00,2.084845488427853,2.084845488427853,2.046708106994629,2.046708106994629,358368526,0.0,0.0
2020-01-22 00:00:00+08:00,2.0594208323134704,2.0784895254823126,2.046708370200909,2.065777063369751,174335362,0.0,0.0
2020-01-23 00:00:00+08:00,2.046708088721175,2.053064318903296,2.0276393981748124,2.0339956283569336,302486336,0.0,0.0
2020-01-24 00:00:00+08:00,2.0276393981748124,2.0403518585390543,2.0212831679926917,2.0339956283569336,82999352,0.0,0.0
2020-01-29 00:00:00+08:00,1.9767893459508625,1.9958581874704244,1.9640768859674727,1.9704331159591675,411925635,0.0,0.0
2020-01-30 00:00:00+08:00,1.9450084912246184,1.957720953137629,1.913227336442092,1.9259397983551025,384411677,0.0,0.0
2020-01-31 00:00:00+08:00,1.938652260268113,1.9513647221811237,1.9195835673985973,1.9259397983551025,301564936,0.0,0.0
2020-02-03 00:00:00+08:00,1.9068709960971506,1.9513646102402933,1.9068709960971506,1.9322959184646606,378332184,0.0,0.0
2020-02-04 00:00:00+08:00,1.9195833568556904,1.9640769686710984,1.9195833568556904,1.9450082778930664,307688123,0.0,0.0
2020-02-05 00:00:00+08:00,1.9450084057440464,1.9704333284526756,1.9195834830354173,1.9513646364212036,409844804,0.0,0.0
2020-02-06 00:00:00+08:00,1.983145699334289,2.021283233201861,1.9704332385599272,1.9958583116531372,339802912,0.0,0.0
2020-02-07 00:00:00+08:00,2.002214772993599,2.002214772993599,1.9767896969676344,1.9895023107528687,214307414,0.0,0.0
2020-02-10 00:00:00+08:00,1.9704331344938941,1.99585820624431,1.9640769044424098,1.9831455945968628,244273758,0.0,0.0
2020-02-11 00:00:00+08:00,2.0022144502090837,2.027639370591698,1.9895019900177768,2.0149269104003906,295015040,0.0,0.0
2020-02-12 00:00:00+08:00,2.033995619191565,2.0530643096520027,2.0022144684241696,2.027639389038086,337793526,0.0,0.0
2020-02-13 00:00:00+08:00,2.0212831588846067,2.0403518493450443,2.014926928731128,2.027639389038086,261214594,0.0,0.0
2020-02-14 00:00:00+08:00,2.0212831860391463,2.0594205674723702,2.0212831860391463,2.046708106994629,248620938,0.0,0.0
2020-02-17 00:00:00+08:00,2.027639189779519,2.065776566952587,2.027639189779519,2.0530641078948975,179863817,0.0,0.0
2020-02-18 00:00:00+08:00,2.0339956283569336,2.046708088721175,2.0339956283569336,2.0339956283569336,263843179,0.0,0.0
2020-02-19 00:00:00+08:00,2.027639416278017,2.065776797711241,2.027639416278017,2.046708106994629,232331615,0.0,0.0
2020-02-20 00:00:00+08:00,2.046708106994629,2.0530643372335,2.0212831860391463,2.046708106994629,257128951,0.0,0.0
2020-02-21 00:00:00+08:00,2.027639389038086,2.0467080794985235,2.0212831588846067,2.027639389038086,260670982,0.0,0.0
2020-02-24 00:00:00+08:00,2.027639463589042,2.027639463589042,1.9895020812659563,1.9958583116531372,277031489,0.0,0.0
2020-02-25 00:00:00+08:00,1.9767893645453785,1.99585820624431,1.9767893645453785,1.9831455945968628,259911885,0.0,0.0
2020-02-26 00:00:00+08:00,1.9640773690053277,1.9895024467695333,1.9577211374504049,1.9767898321151733,229833016,0.0,0.0
2020-02-27 00:00:00+08:00,1.964076909071801,2.0212831312144757,1.9577206790053348,2.008570671081543,259558361,0.0,0.0
2020-02-28 00:00:00+08:00,1.9767895678556953,1.9767895678556953,1.957720875740051,1.9577208757400513,441485313,0.0,0.0
2020-03-02 00:00:00+08:00,1.9450086743405592,1.9895024467695333,1.9450086743405592,1.9767898321151733,327976355,0.0,0.0
2020-03-03 00:00:00+08:00,1.9831460636700964,2.002214909879379,1.9767898321151736,1.9767898321151733,284441589,0.0,0.0
2020-03-04 00:00:00+08:00,1.9831455945968628,2.002214436295794,1.9704331344938941,1.9831455945968628,245553192,0.0,0.0
2020-03-05 00:00:00+08:00,1.9767894689471082,2.008570772427499,1.9767894689471082,1.9958583116531372,376889580,0.0,0.0
2020-03-06 00:00:00+08:00,1.97678933656334,1.98314556652485,1.9577206466788097,1.9640768766403198,374216552,0.0,0.0
2020-03-09 00:00:00+08:00,1.9259397815192905,1.932296012420232,1.900514857915524,1.9132273197174072,653669352,0.0,0.0
2020-03-10 00:00:00+08:00,1.9259397137125744,1.9704333284526756,1.9195834830354173,1.9513646364212036,379894032,0.0,0.0
2020-03-11 00:00:00+08:00,1.938652175066889,1.9640770977755182,1.9322959443897318,1.9513646364212036,296856973,0.0,0.0
2020-03-12 00:00:00+08:00,1.9132270720581344,1.9259395322144426,1.9005146119018264,1.9068708419799805,511792502,0.0,0.0
2020-03-13 00:00:00+08:00,1.8115276849654893,1.9132275427823318,1.7861027583974076,1.900515079498291,708065269,0.0,0.0
2020-03-16 00:00:00+08:00,1.8623773700968733,1.894158522853921,1.8178836046925164,1.8369524478912354,593108106,0.0,0.0
2020-03-17 00:00:00+08:00,1.8051711607027718,1.8941585408105983,1.8051711607027718,1.8496649265289307,495635751,0.0,0.0
2020-03-18 00:00:00+08:00,1.8178838170441798,1.8560213563520709,1.7797464292807967,1.7924588918685913,678886078,0.0,0.0
2020-03-19 00:00:00+08:00,1.76703365036044,1.7924585709844854,1.7225400392683607,1.7352524995803833,766904691,0.0,0.0
2020-03-20 00:00:00+08:00,1.7606775464211044,1.8496649265289309,1.7606775464211044,1.8496649265289307,701912805,0.0,0.0
2020-03-23 00:00:00+08:00,1.7733900461335317,1.8051711998816335,1.7543213538846705,1.7670338153839111,545074634,0.0,0.0
2020-03-24 00:00:00+08:00,1.8305959701538086,1.856020888926311,1.811527129529962,1.8305959701538086,516243513,0.0,0.0
2020-03-25 00:00:00+08:00,1.8623774137849582,1.8814461058865046,1.8369524909828965,1.8687336444854736,414967996,0.0,0.0
2020-03-26 00:00:00+08:00,1.8369524739233207,1.8814460884137219,1.830596243281835,1.8560211658477783,303872213,0.0,0.0
2020-03-27 00:00:00+08:00,1.8814458563202074,1.8878020861775944,1.849664707033273,1.8623771667480469,229350855,0.0,0.0
2020-03-30 00:00:00+08:00,1.8305962260467987,1.8878023012815772,1.824239843920666,1.843308687210083,328174373,0.0,0.0
2020-03-31 00:00:00+08:00,1.8687336700793087,1.8941585932295857,1.849664977716601,1.8878023624420166,335189721,0.0,0.0
2020-04-01 00:00:00+08:00,1.8496649523839273,1.9068710286885666,1.8496649523839273,1.8687336444854736,460137001,0.0,0.0
2020-04-02 00:00:00+08:00,1.856020955621145,1.8814458753072745,1.856020955621145,1.8750896453857422,190928004,0.0,0.0
2020-04-03 00:00:00+08:00,1.8623771667480467,1.8750896264628205,1.8560209368906597,1.8623771667480469,164429620,0.0,0.0
2020-04-06 00:00:00+08:00,1.8878023624420164,1.900514824017155,1.8687336700793087,1.8878023624420166,237816664,0.0,0.0
2020-04-07 00:00:00+08:00,1.9068710888164655,1.9195835506183487,1.8941586270145825,1.9132273197174072,290140030,0.0,0.0
2020-04-08 00:00:00+08:00,1.9132272855922934,1.9195835163798627,1.8878023624420164,1.8878023624420166,243100578,0.0,0.0
2020-04-09 00:00:00+08:00,1.919583774424352,1.919583774424352,1.88780261621425,1.900515079498291,200298866,0.0,0.0
2020-04-14 00:00:00+08:00,1.9005146119018264,1.9195833021362885,1.8941583818236722,1.9068708419799805,256981764,0.0,0.0
